0.433333,-0.946708,0.034919,-0.895623,-2.121118,0.829788,3.455230,0.665517,0.747864,0.088489,0.270926,0.335692,0.619887,0.962006
0.433333,-1.035213,0.303787,-1.000868,-1.991413,0.863083,3.606308,1.204013,0.777044,0.162005,0.338447,0.496364,0.706259,0.876877
0.466667,-1.535633,-0.023327,-1.595944,0.843779,0.904855,2.751232,0.408515,1.031227,0.210325,0.500145,0.585219,0.817814,0.950038
0.533333,-1.555159,-0.048684,-1.619164,1.752355,0.906039,2.694427,0.412593,1.082679,0.259519,0.414373,0.679040,0.819635,0.952962
0.400000,-1.079003,-0.039281,-1.052942,-1.632619,0.847046,3.434016,0.798677,0.796620,0.133747,0.284214,0.467391,0.637906,0.774437
0.166667,1.183397,-1.475586,1.637399,-11.216010,0.766422,3.692389,1.303177,0.370627,0.038152,0.059760,0.099789,0.168126,0.771915
0.366667,-0.980208,-0.486364,-0.935460,-3.690616,0.859616,3.393680,0.820231,0.615006,0.112256,0.171187,0.331726,0.503639,0.864659
0.300000,-0.378885,-0.870852,-0.220393,-6.505469,0.821680,3.698588,0.987462,0.399078,0.072698,0.103435,0.115822,0.370959,0.698147
0.333333,-0.714176,-0.618242,-0.619106,-4.846922,0.845852,3.494170,0.777279,0.636103,0.111377,0.148324,0.240138,0.374121,0.852583
0.233333,0.515926,-1.262471,0.843674,-8.973264,0.785170,3.592039,1.260573,0.420623,0.037406,0.066579,0.079270,0.236081,0.663662
0.366667,-0.728297,-0.055464,-0.635898,-3.799576,0.804126,3.678354,0.787665,0.667670,0.085941,0.223565,0.358823,0.551036,0.973753
0.300000,0.849781,0.666325,1.240679,-7.113471,0.737959,4.347357,1.703305,0.503628,0.094198,0.140074,0.202443,0.487512,0.872512
0.266667,-0.641108,-0.331047,-0.532217,-5.918056,0.836509,3.894467,0.928975,0.552992,0.106140,0.168062,0.337323,0.433187,0.907205
0.333333,-0.497458,-0.595550,-0.361395,-4.930901,0.807792,3.647353,0.962710,0.625713,0.067159,0.132226,0.198515,0.328877,0.835128
0.433333,-1.178096,0.307291,-1.170778,-1.217621,0.878293,3.393205,0.937063,0.830608,0.220375,0.391083,0.513631,0.744598,0.906129
0.200000,0.848279,-1.313466,1.238893,-9.678784,0.783821,3.950882,1.326671,0.382652,0.043249,0.100801,0.116191,0.177939,0.598836
0.200000,0.823882,-1.304802,1.209881,-9.623648,0.783429,3.940668,1.351104,0.397307,0.042879,0.101843,0.115516,0.176658,0.612678
0.333333,-0.225865,-0.144148,-0.038429,-5.221183,0.771124,3.888892,1.714361,0.442325,0.063287,0.103738,0.160625,0.336698,0.983317
0.366667,-0.602726,0.145274,-0.486575,-3.357407,0.839054,3.987249,1.100618,0.775404,0.068495,0.425775,0.525634,0.647185,0.845197
0.200000,0.699044,-1.304699,1.061430,-9.730744,0.787379,3.591848,1.126289,0.467738,0.032148,0.063950,0.084794,0.232296,0.573084
0.166667,0.665806,-1.307453,1.021905,-10.143643,0.788325,3.624596,1.703201,0.380629,0.029155,0.075433,0.082905,0.169136,0.712511
0.433333,-0.724851,0.172201,-0.631800,-2.737176,0.795092,3.610846,0.742348,0.673979,0.075945,0.172863,0.359636,0.525233,0.965910
0.166667,1.067734,-1.428607,1.499858,-10.958320,0.766979,3.677172,1.271030,0.391529,0.043320,0.061399,0.104026,0.162470,0.771008
0.366667,-0.749369,-0.591125,-0.660956,-4.332342,0.842916,3.440916,0.769461,0.642868,0.113135,0.152308,0.240235,0.411052,0.887924
0.366667,-0.616691,-0.589546,-0.503181,-3.708573,0.810836,3.454854,0.625836,0.735173,0.045216,0.141210,0.223845,0.369395,0.858128
0.433333,-1.245598,0.266759,-1.251048,-1.568876,0.898043,3.307569,0.928600,0.879569,0.261890,0.394473,0.550176,0.691640,0.923233
0.266667,-0.052076,-0.963972,0.168232,-6.354159,0.795807,3.540538,0.884556,0.564740,0.034931,0.103821,0.159248,0.297064,0.931317
0.466667,-1.506491,-0.201075,-1.561290,-0.293860,0.917646,2.864343,0.703278,0.890411,0.267715,0.417681,0.542446,0.751191,0.988435
0.333333,-0.580477,-0.912533,-0.460118,-5.388575,0.845004,3.272994,0.942088,0.395861,0.051808,0.092182,0.226354,0.477297,0.885849
0.400000,-0.861027,-0.539080,-0.793734,-2.932739,0.838647,3.266776,0.676050,0.756826,0.062616,0.172895,0.244331,0.478900,0.827335
0.433333,-1.177427,0.306048,-1.169983,-1.343534,0.878024,3.390682,0.946264,0.832545,0.217105,0.389887,0.512668,0.747494,0.903925
0.200000,0.794589,-1.343414,1.175047,-10.017266,0.784004,3.579538,1.160627,0.450972,0.032357,0.060265,0.083717,0.224326,0.598742
0.433333,-1.194673,0.499074,-1.190491,-1.425036,0.877902,3.133072,0.470280,0.697222,0.289227,0.435258,0.721002,0.814949,0.960448
0.300000,-0.401438,-0.638107,-0.247213,-5.723086,0.813921,3.767722,1.250334,0.687206,0.063361,0.146016,0.201641,0.305860,0.856001
0.500000,-1.494053,0.113689,-1.546500,0.657782,0.897273,2.752853,0.544967,0.930669,0.366121,0.510623,0.592766,0.923700,0.993425
0.333333,-0.854583,-0.340484,-0.786071,-4.621258,0.868648,3.882246,1.322276,0.661138,0.162141,0.192544,0.345824,0.593952,0.892320
0.166667,1.259063,-1.511172,1.727378,-11.392188,0.765013,3.675744,1.346677,0.342304,0.036430,0.057402,0.077124,0.193979,0.792086
0.333333,-0.450566,-0.656443,-0.305634,-5.039541,0.819683,3.734873,1.086384,0.622244,0.061425,0.143933,0.242741,0.338071,0.871957
0.333333,-0.934189,0.675391,-0.880736,-3.500211,0.866284,3.149578,0.460567,0.583310,0.277393,0.545161,0.629297,0.881704,0.971140
0.200000,1.381299,-1.477075,1.872735,-10.499179,0.776477,3.953241,1.305957,0.419923,0.018783,0.050703,0.085572,0.149896,0.382743
0.433333,-1.492957,0.071617,-1.545196,-0.285533,0.897929,2.769789,0.492736,1.106073,0.219529,0.503013,0.558693,0.901493,0.979685
0.400000,-1.434910,0.186771,-1.476169,-1.241770,0.892981,2.773409,0.592933,1.073517,0.257362,0.493449,0.513672,0.962384,0.995722
0.400000,-0.755348,-0.502612,-0.668066,-3.145434,0.818554,3.392791,0.662152,0.755101,0.046824,0.149674,0.239236,0.408143,0.794536
0.366667,-0.614821,-0.401797,-0.500958,-4.346616,0.805608,3.793239,1.177868,0.683008,0.095271,0.130931,0.159437,0.396669,0.916158
0.233333,1.195303,-1.447056,1.651558,-9.935399,0.775801,3.880097,1.499858,0.334508,0.016868,0.044966,0.087867,0.154461,0.498807
0.166667,0.702842,-1.315001,1.065945,-9.980041,0.774962,3.584006,1.174858,0.500034,0.027969,0.058885,0.095858,0.210797,0.758890
0.333333,-0.572715,-0.713382,-0.450888,-4.530119,0.821832,3.400730,1.038685,0.691632,0.060355,0.128073,0.182364,0.316043,0.673962
0.266667,-0.489284,-0.710626,-0.351676,-6.244245,0.843418,3.628962,1.532714,0.637285,0.081324,0.122998,0.196995,0.235316,0.587728
0.466667,-1.394954,0.162469,-1.428655,-0.501748,0.885019,2.774876,0.699705,0.753577,0.281323,0.422185,0.677085,0.930734,0.998267
0.433333,-1.357764,-0.083981,-1.384431,-0.752326,0.881449,3.184410,0.816389,0.909971,0.229032,0.341971,0.593190,0.845827,0.984748
0.200000,1.439355,-1.475173,1.941773,-10.562562,0.781981,4.002350,1.524199,0.414074,0.026776,0.061528,0.103857,0.148473,0.355362
0.400000,-0.968960,-0.608616,-0.922083,-3.161203,0.869241,3.323962,0.663758,0.565824,0.093429,0.210654,0.311332,0.505379,0.920783
0.400000,-0.918632,-0.566221,-0.862236,-2.564611,0.852672,3.290538,0.683352,0.717170,0.077394,0.192410,0.274320,0.480962,0.940243
0.366667,-0.962477,-0.504861,-0.914374,-3.710440,0.866778,3.462733,0.874222,0.582639,0.078613,0.203184,0.297468,0.504273,0.865419
0.333333,-0.651566,-0.713905,-0.544653,-4.652377,0.829104,3.299998,0.911391,0.677110,0.078913,0.137012,0.199973,0.331594,0.816516
0.333333,-1.258868,0.084921,-1.266829,-3.419609,0.869124,3.122517,0.719794,0.800869,0.266835,0.409287,0.449056,0.515712,0.986911
0.333333,-0.999542,-0.578031,-0.958451,-4.007139,0.880997,3.344547,1.108530,0.617089,0.101255,0.252415,0.324658,0.550378,0.984117
0.466667,-1.326477,0.253384,-1.347225,-0.330138,0.868652,3.002234,0.451101,0.839081,0.237995,0.452386,0.607017,0.821992,0.986104
0.166667,0.678695,-1.341954,1.037232,-10.241761,0.798693,3.604390,1.633587,0.292193,0.019010,0.069386,0.115468,0.175889,0.821487
0.333333,-0.344619,-0.701443,-0.179646,-5.534531,0.811673,3.673944,1.212256,0.611138,0.057515,0.135399,0.177399,0.326772,0.842769
0.166667,3.936513,-1.856966,4.911277,-12.637029,0.655402,4.827580,2.480320,0.329713,0.017036,0.023794,0.043176,0.077023,0.181039
0.266667,-0.324249,-0.897366,-0.155423,-6.778184,0.817940,3.747292,0.985115,0.408797,0.072888,0.101983,0.113694,0.350109,0.746176
0.333333,-0.673540,0.211212,-0.570784,-3.846674,0.799856,3.627152,0.808825,0.714448,0.023095,0.150294,0.389715,0.482656,0.958439
0.333333,-0.861366,-0.672596,-0.794137,-4.622546,0.871064,3.321012,0.989919,0.605688,0.086439,0.207318,0.266311,0.499731,0.943050
0.166667,0.652233,-1.302515,1.005764,-10.283691,0.788455,3.621374,1.694418,0.388053,0.030707,0.079602,0.087104,0.172490,0.749477
0.266667,-0.633106,-0.701263,-0.522702,-6.192751,0.843023,3.511418,1.431862,0.597582,0.079939,0.155226,0.235066,0.348862,0.946537
0.333333,-0.466175,-0.631397,-0.324194,-5.038336,0.815309,3.696583,1.030556,0.637748,0.064609,0.139130,0.222825,0.325457,0.843639
0.200000,1.048230,-1.343675,1.476665,-9.682821,0.792942,3.903146,1.592188,0.466440,0.039136,0.074952,0.113353,0.151657,0.491161
0.366667,-0.967296,-0.493492,-0.920104,-3.737100,0.866218,3.484703,0.944367,0.548513,0.059141,0.226728,0.352276,0.543265,0.940214
0.166667,0.798716,-1.312751,1.179954,-10.132720,0.768810,3.630086,1.200749,0.490036,0.040712,0.063076,0.097924,0.157618,0.767734
0.300000,-0.531891,-0.837380,-0.402341,-5.793613,0.833598,3.343409,0.834070,0.542662,0.079662,0.111436,0.211081,0.369766,0.900327
0.400000,-1.074177,-0.086146,-1.047202,-2.745551,0.868823,3.458521,1.263865,0.774856,0.172173,0.320352,0.429417,0.493783,0.963835
0.366667,-0.400900,-0.660126,-0.246573,-4.426734,0.835064,3.700541,1.360827,0.804145,0.079997,0.142539,0.203828,0.218143,0.519234
0.366667,-0.493509,-0.669817,-0.356699,-4.459009,0.818578,3.634845,1.149068,0.603119,0.063164,0.135250,0.243504,0.408088,0.954063
0.233333,0.565162,-1.242970,0.902223,-8.860690,0.788834,3.719146,1.297648,0.452836,0.023748,0.054858,0.093540,0.179198,0.506635
0.266667,1.031427,-1.202266,1.456683,-8.543813,0.700129,4.211834,1.365238,0.307812,0.025108,0.037826,0.054770,0.170246,0.855047
0.466667,-1.351024,0.095413,-1.376416,-0.533454,0.889709,3.194101,1.037514,0.954606,0.237325,0.372984,0.695984,0.719005,0.969284
0.433333,-1.260567,-0.192372,-1.268848,-1.524891,0.868536,3.037672,0.749616,0.881855,0.144054,0.308860,0.393250,0.512853,0.927786
0.166667,0.332364,-1.197033,0.625390,-9.171430,0.786753,3.547364,1.221090,0.456625,0.048577,0.071855,0.127181,0.275647,0.971126
